Beer Name,Brewery,Style,ABV,Min IBU,Max IBU,Bitter,Sweet,Sour,Salty,Fruits,Spices,Malty,Review,Description
Plead The 5th Imperial Stout,Dark Horse Brewing Company,Stout,11,50,90,54,71,10,0,19,8,112,4.11,"Notes:2010 and pre: white label2011: white label OR black label with black no logo cap2012: black label with logo cap2013: black label with logo cap, ABV of 11% in the top right corner and new government warning2014 - white label with black logo cap, ABV of 11% in the top right corner, government warning on bottom right side of label\t"
Imperial StoutSamuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster),Stout,7,50,90,54,112,30,2,61,15,119,4.17,Notes:
Blackout Stout,Great Lakes Brewing Company,Stout,9.9,50,90,63,54,12,0,12,4,89,4.18,"Notes:Turn off the lights and turn on the flavor, because Blackout Stout is back and as dark as ever. Inspired by the infamous 2003 blackout that briefly left some 55 million people without power, the bold flavors of our Imperial Stout will light up even the darkest nights. Black malt and roasted barley cast notes of chocolate, dark fruit, and coffee, while earthy hops put the lights out on this shadowy brew with a pleasantly bitter finish.\t"
Bourbon Barrel Aged Plead The 5th,Dark Horse Brewing Company,Stout,12,50,90,45,70,11,0,17,32,117,4.48,"Notes:This beer is a big and full bodied Imperial Stout aged in bourbon barrels with lots of roasted malts, but very balanced with heavy hops. Brewed with a top secret root, this beer has an amazingly complex flavor that you must wait for.\t"
Marshal Zhukov's Imperial Stout,Cigar City Brewing,Stout,11.8,50,90,105,115,15,0,41,19,168,4.05,"Notes:This Russian Imperial Stout is dedicated to Georgy Zhukov, arguably one of the finest generals of World War II. Opaque black in color, with notes of espresso, chocolate, dark toffee and hints of backstrap molasses. The English hop varietals provide a subtle herbal dryness, and finishes with a hearty slap of roasty espresso. Pair Marshal Zhukov’s with Mushroom Solyanka, dark chocolate, cherries and ground wars in Russia.We brew and release Zhukov's in the summer knowing that a beer of this heft reaches its full potential a few months after release. So save a bottle for the cold winter!80 IBU\t"
B.O.R.I.S. The Crusher,Hoppin' Frog Brewery,Stout,9.4,50,90,68,114,22,1,36,15,155,4.17,"Notes:This Bodacious Oatmeal Russian Imperial Stout will crush you like no other! This is the grand-daddy of all stout styles, with an intensely deep roasted and full bodied flavor. A robust hop character adds a refreshing balance.\t"
Black OPS,Brooklyn Brewery,Stout,11.6,50,90,29,67,15,0,30,24,120,4.01,"Notes:Brooklyn Black Ops (2008 commercially available version) was aged for four months in bourbon barrels, bottled flat, and re-fermented in the bottle with Champagne yeast. 940 cases produced.10.7%-200811.6%-200911.3%-201010.7%-201110.5%-201211.5%-201311.6%-2014\t"
Imperial Stout,Lagunitas Brewing Company,Stout,9.9,50,90,70,56,8,0,14,25,94,3.64,"Notes:Having downed his fourth Imperial Stout of the day, the wild eyed charlatan from Voldvrostronglaky belched and hollered for the Czarina to enter his chamber and bend herself to his will. The economy was a wreck and revolt was just around the corner. Nicky the Czar dude was off playing soldier like any pale nobleman with a hemorrhagic skin condition would. Such were the final days of the old empire. Reactionary, decadent, sputnik, stroganoff, weird, and drunk. But even as the proletariat countryside labored under inhuman conditions and the threat of being sent to a futile war in the east, they wisely took the time to slam back an Imperial Stout or two. After all, life can be a real 'suka' as they said in the old country. Big, black, bourgeois, Bolshoi, belligerent, buxom, and scary. This is our version of the end of an era in a bottle.2010 8.2% abv\t"
Siberian Night Imperial Stout,Thirsty Dog Brewing Company,Stout,9.7,50,90,77,77,6,0,13,16,119,4.16,Notes:
Blackout Stout - Barrel-Aged,Great Lakes Brewing Company,Stout,9.5,50,90,17,51,11,0,8,18,78,4.28,Notes:
Black Albert,De Struise Brouwers,Stout,13,50,90,73,102,27,1,63,19,123,4.18,"Notes:Originally brewed exclusively for Ebenezer's Pub in Lovell, ME.\t"
Blaecorn Unidragon,Clown Shoes,Stout,11.5,50,90,96,49,5,0,10,29,112,4.05,"Notes:Brewed with a monstrous amount of malt and combined with aggressive American hops, this beer is powerful and complex and designed to age. Smokiness is subtle but present and blends nicely with the rich, dark flavors.\t"
Samuel Adams Imperial StoutBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Stout,9.2,50,90,67,82,21,0,28,20,139,3.72,"Notes:Imperial in stature and bigger than your average stout. This colossal stout was inspired by those created by 18th century English brewers for the Russian Imperial Court of Catherine II. The special malts in this intense and massive brew delivers rich flavors of dark chocolate, coffee, and anise.\t"
Peg Leg Imperial Stout,Heavy Seas Beer,Stout,8,50,90,69,54,6,0,10,6,99,3.66,"Notes:Deep mahogany in color with aromas of roasted coffee, molasses and dark chocolate. Subtly hopped, making it astonishingly smooth and easy drinking for such a big beer.\t"
Sexual Chocolate,Foothills Brewing Company,Stout,9.8,50,90,79,89,18,2,30,14,141,4.11,Notes:
D.O.R.I.S. The Destroyer,Hoppin' Frog Brewery,Stout,10.5,50,90,58,80,16,0,32,20,113,4.09,Notes:
Imperial Stout Trooper,New England Brewing Co.,Stout,8.5,50,90,39,68,11,0,26,13,111,4.19,Notes:2006 - 12oz bottle2007 - not released 2008 - 12oz bottle 2009 - 750mL bottle 2010 - 750mL bottle and Groucho glasses label change2011 - bottle date added to label 2012 - 500mL bottle2013 - 500mL bottle labeled 12/20132014 - 500mL bottle2015 - 12oz can\t
Imperial Stout,Rogue Ales,Stout,11,50,90,127,82,16,1,24,25,164,3.88,"Notes:Also known as XS Imperial Stout12 Ingredients:Malts: Great Western, Harrington & Klages, Hugh Baird XLT-80, Black, Munich, Chocolate and rolled oats.Hops: Willamette, Cascade and Chinook. Specialty: Two Secret ingredients.Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water.26º PLATO88 IBU73 AA256º Lovibond\t"
Sexual Chocolate - Barrel-Aged,Foothills Brewing Company,Stout,9.6,50,90,35,77,5,1,11,9,146,4.32,Notes:Barrel-aged Russian imperial stout brewed with organic cocoa nibs.\t
Smuttynose Imperial Stout (Big Beer Series),Smuttynose Brewing Company,Stout,10.5,50,90,92,69,12,0,23,7,114,3.97,Notes:2007 - 10.0%2009 - 8.9%2010 - 9.8%2014 - 9.4%2015 - 10.5%\t
Bourbon Barrel Aged Siberian Night Imperial Stout,Thirsty Dog Brewing Company,Stout,10.9,50,90,50,97,11,0,40,45,190,4.06,Notes:We took our award winning Siberian Night Russian Imperial Stout and aged it for 11 months in fresh bourbon barrels. The result blew us away. The dark chocolate malt yields a milk chocolate flavor that blends perfectly with the vanilla flavor from the barrel. The bourbon aroma adds the finishing touch.\t
Dark Apparition,Jackie O's Pub & Brewery,Stout,10.5,50,90,65,87,10,0,24,15,148,4.07,"Notes:Russian Imperial Stouts are one of brewmaster Brad Clark’s favorite styles of beer and Dark Apparition is without a doubt his favorite beer to brew. We stuff 2200 pounds of malt into our 20bbl mash tun and by the end of the mash, dark malts are spilling onto the brew house floor! Brad includes great flavors he admires in his favorite Russian Imperial Stouts like chocolate, coffee, roast, dark fruit, caramel, and some nice earthy/spicy hop character. With a midnight black color and chewy, dextrinous body, Dark Apparition is a huge beer with tons of character.\t"
Wake Up Dead,Left Hand Brewing Company,Stout,10.2,50,90,54,66,12,0,22,15,90,3.91,Notes:
Northwind,Two Brothers Brewing Company,Stout,9.1,50,90,47,63,16,0,35,12,98,3.78,"Notes:Dark delights like this were once shipped to the imperial court of Russia. With a firm, roasty maltiness balanced against a generous helping of hops, Northwind can stand up to the worst its namesake can dish out! Enjoy it by a roaring fire.\t"
BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout),Three Floyds Brewing Co. & Brewpub,Stout,15,50,90,15,78,8,0,15,12,85,4.3,"Notes:Dark Lord aged in bourbon barrels for one year. Recently has used a blend of barrels from Heaven Hill, but has also been Woodford Reserve and others in the pastFormerly known as Oak Aged Dark Lord.\t"
Black Metal Farmhouse Imperial Stout,Jester King Craft Brewery,Stout,9.1,50,90,43,62,95,2,40,10,95,4.12,"Notes:First batch of Black Metal fermented with our house mixed culture. Naturally, because of its unique fermentation with native microorganisms, the beer is different than previous versions. We’re quite happy with how it turned out, and we’re excited to release it. However, for fans of the original Black Metal, or “O.G. Black Metal” as its known, we feel as though we need to borrow the famous line from Stone Brewing Co.‘s Arrogant Bastard Ale: “You probably won’t like it.” Like all our beer, the flavors and aromas of the current batch of Black Metal are very much fermentation derived and rely far less on copious amounts of malt and hops. This is what we like to drink. We like dry, balanced, drinkable, tart beers with some interesting yeast complexity. We feel we’ve achieved this with Black Metal, and hope others enjoy it as well. There will be those that don’t, however, and wish we’d return to the days of fermenting this beer with English ale yeast, and that’s OK.\t"
Imperial Stout,Nøgne Ø - Det Kompromissløse Bryggeri A/S,Stout,9,50,90,77,77,11,1,27,14,126,4.07,"Notes:23°P,75 IBU.Ingredients: Maris Otter, Munich, roasted barley, oat, black, and chocolate malt; Columbus and Crystal hops; English ale yeast, and our local Grimstad water.\t"
Rabid Duck,The Duck-Rabbit Craft Brewery,Stout,10,50,90,103,73,3,0,13,13,127,3.88,"Notes:The Duck-Rabbit's Imperial Stout is extremely big and robust. This special beer is thick, jet black and oily in texture. Complex flavors of roast malts dominate: bitter chocolate and espresso coffee especially. There is also a very big hop presence both for bittering and for aroma. At 10% alcohol by volume, this brew is made to be sipped and savored!\t"
Ivan The Terrible Imperial Stout - Barrel-Aged,Big Sky Brewing Company,Stout,11.6,50,90,55,71,16,0,38,33,153,4.29,Notes:2006 - 8.75% (draft only)2007 - 8.75% (500ml flip top bottles ~ very limited)2008 - 9.5% (750ml - capped - 1152 bottles)2009 - 10% (750ml cork and cage)2010 - 10% (750ml - cork and cage)2011 - not brewed2012 - 12.2% (750ml cork and cage)2013 - 13.8%2014 - 11.5% (750ml cork and cage)2015 - 11.9% (750ml cork and cage - 3000 bottles)2017 - 11.6%Imperial stout aged 4 months in freshly dumped American oak Buffalo Trace bourbon barrels.65 IBU\t
Milk Stout,Left Hand Brewing Company,Stout,6,15,25,48,56,14,0,4,4,95,3.94,"Notes:ROASTED MALT AND COFFEE FLAVORS BUILD THE FOUNDATION OF THIS CREAMY SWEET STOUT.Milk sugar in your stout is like cream in your coffee. Dark and delicious, America’s great milk stout will change your perception about what a stout can be. “Preconceived notions are the blinders on the road to enlightenment.” Udderly delightful.Collection: PerennialStyle: Sweet StoutColor: Black, 47 SRMBody: fullABV: 6%IBU's: 25PLATO: 15.5°PKG: 6-Pack, KegMalt: Pale 2-row, Crystal, Munich, Roasted Barley, Flaked Oats, Flaked Barley and ChocolateHops: Magnum and US GoldingsOther: Lactose\t"
Samuel Adams Cream StoutBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Stout,4.9,15,25,58,55,9,1,5,4,86,3.99,Notes:
Moo-Hoo Chocolate Milk Stout,Terrapin Beer Company,Stout,6.1,15,25,70,84,9,1,3,11,128,4.01,Notes:
Milk Stout,The Duck-Rabbit Craft Brewery,Stout,5.7,15,25,45,51,28,0,2,2,88,3.88,"Notes:The Duck-Rabbit Milk Stout is a traditional full-bodied stout brewed with lactose (milk sugar). Because lactose is unfermentable by brewer's yeast, it remains in the beer. The subtle sweetness and fullness of flavor imparted by this sugar balances the sharpness of the highly roasted grains that give this delicious beer its black color. All year long, Milk Stout is our number one selling beer!\t"
Moloko,Three Floyds Brewing Co. & Brewpub,Stout,8,15,25,66,90,20,0,14,13,117,4.12,"Notes:8.0% ABV, 30 IBUs - This Milk Stout is brewed with a portion of golden naked oats and lactose milk sugar to give it a rounded and full-bodied mouth feel. With a deep roasted and slightly sweet maltiness. August release.\t"
Gingerbread Stout,Hardywood Park Craft Brewery,Stout,9.2,15,25,22,71,15,2,10,127,124,4.43,"Notes:Brewed with baby ginger from Casselmonte Farm and wildflower honey from Bearer Farms, Hardywood Gingerbread Stout captures the terroir of central Virginia in a rich, creamy libation with a velvety mouthfeel and an intriguing evolution of flavors from milk chocolate and vanilla to honeycomb and cinnamon to a snap of ginger in the finish.Deep, dark chocolate in color with a mahogany tint and a frothy, caramel colored head, Hardywood Gingerbread Stout offers aromatics of holiday spice originating from the ginger, and balanced with a generous dose of whole Madagascar bourbon vanilla beans and Vietnamese cinnamon. Milk sugar (lactose) contributes to the full body of this stout and tames its roasty character, while oats lend a silky quality. Enjoy fresh, or cellar for a special occasion. We hope Hardywood Gingerbread Stout contributes to your merriment this season.55 IBU\t"
Milk Stout,Lancaster Brewing Company,Stout,5.3,15,25,51,82,12,0,8,5,98,3.92,"Notes:Brewed in Lancaster since 1994, we’re proud to present America’s original craft Milk Stout. Notes of milk chocolate, coffee and roasted malt goodness play counterpoint to a mild sweetness from the addition of milk sugar… You can’t go wrong with award winning Lancaster Milk Stout.\t"
Too Cream Stout,Dark Horse Brewing Company,Stout,7.5,15,25,83,79,15,2,16,21,132,3.89,Notes:This beer is made with milk sugar (lactose) which gives this beer a nice creamy mouth feel which mingles with hints of chocolate and roasty flavors.\t
Cream Stout,St. Peter's Brewery Co Ltd,Stout,6.5,15,25,71,101,8,0,17,12,119,3.88,"Notes:'Fuggles' and 'Challenger' hops plus a blend of 4 local barley malts create an aromatic, robust, dark chocolate cream stout with a satisfying bittersweet aftertaste. Brewed with skill and patience in one of Britain's finest small breweries.St. Peter's Brewery is located in a medieval hall in a remote and beautiful corner of Suffolk. There our beers begin their lives deep below the brewery with water drawn from a pure source - as it has been for over 700 years, essential for the full flavour and pure character of all St. Peter's beers.Our beautiful flask-shaped oval bottle is a faithful copy of one produced c. 1770 for Thomas Gerrard of Gibbstown, just across the Delaware River from Philadelphia. The original is now kept at St. Peters Hall and is a rare example of an oval Eighteenth Century beer bottle.\t"
Neapolitan Milk Stout,Saugatuck Brewing Company,Stout,6,15,25,25,96,8,0,54,27,84,4.13,"Notes:A creamy Milk Stout with all the brilliant flavors of Neapolitan Ice Cream in one glass. Taste the rich flavors of chocolate, vanilla and strawberry in this unique beer.\t"
72 Imperial Chocolate Cream Stout,Breckenridge Brewery,Stout,7.2,15,25,48,90,12,0,14,17,147,4.19,"Notes:Just sit back and enjoy the ride.Like its namesake automobile, this small batch beer is meticulously engineered for luxury and enjoyment. We start with a great, hearty stout recipe and add loads of dark chocolate – 200 pounds per 100-barrel brew. This Imperial Chocolate Cream Stout is the color of molasses and is full of rich, toasted cocoa notes with hints of dark fruit. 72 Imperial will delight the taste buds.11 IBU\t"
Moo Thunder Stout Farmhouse Ale,Butternuts Beer & Ale,Stout,4.9,15,25,25,54,5,0,2,2,59,3.66,Notes:
Mother's Milk Stout,Keegan Ales,Stout,6,15,25,41,64,6,0,0,4,77,3.87,"Notes:As the name implies, Mother’s Milk is a dark and creamy milk stout. Hints of oatmeal, chocolate and of course, milk make this brew have a remarkably smooth and silky finish, a classic example of the style.\t"
Mackeson Triple XXX Stout,Whitbread PLC,Stout,4.9,15,25,39,72,14,1,4,7,87,4.03,Notes:XXX version is for the export market.\t
Oatmeal Milk Stout,River Horse Brewing Co.,Stout,6.7,15,25,34,73,9,0,15,6,117,3.98,Notes:A velvety smooth Stout brewed with oats and milk sugar that create a creamy finish over a dark malt base.\t
Moo Joos,Brau Brothers Brewing Co. LLC,Stout,5.8,15,25,43,63,18,2,5,1,98,3.95,Notes:Oatmeal Milk Stout.\t
Brown Shugga',Lagunitas Brewing Company,Strong Ale,10,40,100,50,147,24,0,47,5,78,3.86,Notes:IBU 51.1\t
